# Assembly name:  Release 6 plus ISO1 MT
# Description:    Release 6 plus ISO1 mitochondrial genome
# Organism name:  Drosophila melanogaster (fruit fly)
# Taxid:          7227
# BioSample:      SAMN02803731
# BioProject:     PRJNA13812
# Submitter:      The FlyBase Consortium/Berkeley Drosophila Genome Project/Celera Genomics
# Date:           2014-08-01
# Synonyms:       dm6	
# Assembly type:  haploid
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# RefSeq category: Reference Genome
# GenBank assembly accession: GCA_000001215.4
# RefSeq assembly accession: GCF_000001215.4
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000001625.3	GCF_000001625.3	Primary Assembly
## GCA_000738905.1	GCF_000738905.1	non-nuclear
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
211000022280480	unplaced-scaffold	na	na	DS484010.1	=	NW_001845299.1	Primary Assembly	3259	chrUn_DS484010v1
211000022280296	unplaced-scaffold	na	na	DS484013.1	=	NW_001845302.1	Primary Assembly	3252	chrUn_DS484013v1
211000022280115	unplaced-scaffold	na	na	DS484015.1	=	NW_001845304.1	Primary Assembly	3234	chrUn_DS484015v1
211000022279953	unplaced-scaffold	na	na	DS484017.1	=	NW_001845306.1	Primary Assembly	3227	chrUn_DS484017v1
211000022280588	unplaced-scaffold	na	na	DS484018.1	=	NW_001845307.1	Primary Assembly	3223	chrUn_DS484018v1
211000022279982	unplaced-scaffold	na	na	DS484020.1	=	NW_001845309.1	Primary Assembly	3218	chrUn_DS484020v1
211000022280008	unplaced-scaffold	na	na	DS484022.1	=	NW_001845311.1	Primary Assembly	3209	chrUn_DS484022v1
211000022279394	unplaced-scaffold	na	na	DS484025.1	=	NW_001845314.1	Primary Assembly	3201	chrUn_DS484025v1
211000022279265	unplaced-scaffold	na	na	DS484027.1	=	NW_001845316.1	Primary Assembly	3197	chrUn_DS484027v1
211000022279284	unplaced-scaffold	na	na	DS484028.1	=	NW_001845317.1	Primary Assembly	3196	chrUn_DS484028v1
211000022280557	unplaced-scaffold	na	na	DS484031.1	=	NW_001845320.1	Primary Assembly	3190	chrUn_DS484031v1
211000022280555	unplaced-scaffold	na	na	DS484036.1	=	NW_001845325.1	Primary Assembly	3174	chrUn_DS484036v1
211000022280456	unplaced-scaffold	na	na	DS484038.1	=	NW_001845327.1	Primary Assembly	3171	chrUn_DS484038v1
211000022278219	unplaced-scaffold	na	na	DS484039.1	=	NW_001845328.1	Primary Assembly	3162	chrUn_DS484039v1
211000022278438	unplaced-scaffold	na	na	DS484040.1	=	NW_001845329.1	Primary Assembly	3159	chrUn_DS484040v1
211000022279700	unplaced-scaffold	na	na	DS484041.1	=	NW_001845330.1	Primary Assembly	3157	chrUn_DS484041v1
211000022279868	unplaced-scaffold	na	na	DS484042.1	=	NW_001845331.1	Primary Assembly	3156	chrUn_DS484042v1
211000022280211	unplaced-scaffold	na	na	DS484044.1	=	NW_001845333.1	Primary Assembly	3144	chrUn_DS484044v1
211000022280467	unplaced-scaffold	na	na	DS484045.1	=	NW_001845334.1	Primary Assembly	3129	chrUn_DS484045v1
211000022279777	unplaced-scaffold	na	na	DS484047.1	=	NW_001845336.1	Primary Assembly	3123	chrUn_DS484047v1
211000022279169	unplaced-scaffold	na	na	DS484048.1	=	NW_001845337.1	Primary Assembly	3120	chrUn_DS484048v1
211000022278398	unplaced-scaffold	na	na	DS484050.1	=	NW_001845339.1	Primary Assembly	3100	chrUn_DS484050v1
211000022278280	unplaced-scaffold	na	na	DS484052.1	=	NW_001845341.1	Primary Assembly	3089	chrUn_DS484052v1
211000022280511	unplaced-scaffold	na	na	DS484053.1	=	NW_001845342.1	Primary Assembly	3085	chrUn_DS484053v1
211000022278785	unplaced-scaffold	na	na	DS484054.1	=	NW_001845343.1	Primary Assembly	3080	chrUn_DS484054v1
211000022280114	unplaced-scaffold	na	na	DS484055.1	=	NW_001845344.1	Primary Assembly	3080	chrUn_DS484055v1
211000022278164	unplaced-scaffold	na	na	DS484058.1	=	NW_001845347.1	Primary Assembly	3073	chrUn_DS484058v1
211000022279179	unplaced-scaffold	na	na	DS484059.1	=	NW_001845348.1	Primary Assembly	3073	chrUn_DS484059v1
211000022279784	unplaced-scaffold	na	na	DS484062.1	=	NW_001845351.1	Primary Assembly	3058	chrUn_DS484062v1
211000022280080	unplaced-scaffold	na	na	DS484064.1	=	NW_001845353.1	Primary Assembly	3044	chrUn_DS484064v1
211000022280261	unplaced-scaffold	na	na	DS484065.1	=	NW_001845354.1	Primary Assembly	3043	chrUn_DS484065v1
211000022280212	unplaced-scaffold	na	na	DS484066.1	=	NW_001845355.1	Primary Assembly	3025	chrUn_DS484066v1
211000022280577	unplaced-scaffold	na	na	DS484068.1	=	NW_001845357.1	Primary Assembly	3013	chrUn_DS484068v1
211000022278581	unplaced-scaffold	na	na	DS484069.1	=	NW_001845358.1	Primary Assembly	3010	chrUn_DS484069v1
211000022280093	unplaced-scaffold	na	na	DS484070.1	=	NW_001845359.1	Primary Assembly	3009	chrUn_DS484070v1
211000022278395	unplaced-scaffold	na	na	DS484073.1	=	NW_001845362.1	Primary Assembly	2999	chrUn_DS484073v1
211000022278744	unplaced-scaffold	na	na	DS484076.1	=	NW_001845365.1	Primary Assembly	2991	chrUn_DS484076v1
211000022278883	unplaced-scaffold	na	na	DS484077.1	=	NW_001845366.1	Primary Assembly	2984	chrUn_DS484077v1
211000022280086	unplaced-scaffold	na	na	DS484078.1	=	NW_001845367.1	Primary Assembly	2982	chrUn_DS484078v1
211000022280260	unplaced-scaffold	na	na	DS484079.1	=	NW_001845368.1	Primary Assembly	2982	chrUn_DS484079v1
211000022279837	unplaced-scaffold	na	na	DS484080.1	=	NW_001845369.1	Primary Assembly	2971	chrUn_DS484080v1
211000022279761	unplaced-scaffold	na	na	DS484083.1	=	NW_001845372.1	Primary Assembly	2957	chrUn_DS484083v1
211000022280035	unplaced-scaffold	na	na	DS484086.1	=	NW_001845375.1	Primary Assembly	2943	chrUn_DS484086v1
211000022279239	unplaced-scaffold	na	na	DS484087.1	=	NW_001845376.1	Primary Assembly	2937	chrUn_DS484087v1
211000022280037	unplaced-scaffold	na	na	DS484089.1	=	NW_001845378.1	Primary Assembly	2928	chrUn_DS484089v1
211000022280474	unplaced-scaffold	na	na	DS484090.1	=	NW_001845379.1	Primary Assembly	2927	chrUn_DS484090v1
211000022280316	unplaced-scaffold	na	na	DS484091.1	=	NW_001845380.1	Primary Assembly	2926	chrUn_DS484091v1
211000022280536	unplaced-scaffold	na	na	DS484092.1	=	NW_001845381.1	Primary Assembly	2924	chrUn_DS484092v1
211000022279442	unplaced-scaffold	na	na	DS484093.1	=	NW_001845382.1	Primary Assembly	2922	chrUn_DS484093v1
211000022280544	unplaced-scaffold	na	na	DS484095.1	=	NW_001845384.1	Primary Assembly	2919	chrUn_DS484095v1
211000022278554	unplaced-scaffold	na	na	DS484096.1	=	NW_001845385.1	Primary Assembly	2916	chrUn_DS484096v1
211000022280251	unplaced-scaffold	na	na	DS484097.1	=	NW_001845386.1	Primary Assembly	2914	chrUn_DS484097v1
211000022279488	unplaced-scaffold	na	na	DS484098.1	=	NW_001845387.1	Primary Assembly	2911	chrUn_DS484098v1
211000022278378	unplaced-scaffold	na	na	DS484100.1	=	NW_001845389.1	Primary Assembly	2905	chrUn_DS484100v1
211000022278952	unplaced-scaffold	na	na	DS484102.1	=	NW_001845391.1	Primary Assembly	2903	chrUn_DS484102v1
211000022280272	unplaced-scaffold	na	na	DS484104.1	=	NW_001845393.1	Primary Assembly	2893	chrUn_DS484104v1
211000022280010	unplaced-scaffold	na	na	DS484105.1	=	NW_001845394.1	Primary Assembly	2889	chrUn_DS484105v1
211000022279061	unplaced-scaffold	na	na	DS484106.1	=	NW_001845395.1	Primary Assembly	2884	chrUn_DS484106v1
211000022280205	unplaced-scaffold	na	na	DS484107.1	=	NW_001845396.1	Primary Assembly	2882	chrUn_DS484107v1
211000022280311	unplaced-scaffold	na	na	DS484108.1	=	NW_001845397.1	Primary Assembly	2882	chrUn_DS484108v1
211000022280012	unplaced-scaffold	na	na	DS484109.1	=	NW_001845398.1	Primary Assembly	2882	chrUn_DS484109v1
211000022279021	unplaced-scaffold	na	na	DS484111.1	=	NW_001845400.1	Primary Assembly	2881	chrUn_DS484111v1
211000022280610	unplaced-scaffold	na	na	DS484113.1	=	NW_001845402.1	Primary Assembly	2876	chrUn_DS484113v1
211000022280227	unplaced-scaffold	na	na	DS484116.1	=	NW_001845405.1	Primary Assembly	2860	chrUn_DS484116v1
211000022279867	unplaced-scaffold	na	na	DS484117.1	=	NW_001845406.1	Primary Assembly	2860	chrUn_DS484117v1
211000022279288	unplaced-scaffold	na	na	DS484118.1	=	NW_001845407.1	Primary Assembly	2858	chrUn_DS484118v1
211000022280333	unplaced-scaffold	na	na	DS484120.1	=	NW_001845409.1	Primary Assembly	2855	chrUn_DS484120v1
211000022278404	unplaced-scaffold	na	na	DS484122.1	=	NW_001845411.1	Primary Assembly	2849	chrUn_DS484122v1
211000022280436	unplaced-scaffold	na	na	DS484123.1	=	NW_001845412.1	Primary Assembly	2848	chrUn_DS484123v1
211000022280501	unplaced-scaffold	na	na	DS484134.1	=	NW_001845423.1	Primary Assembly	2828	chrUn_DS484134v1
211000022279964	unplaced-scaffold	na	na	DS484138.1	=	NW_001845427.1	Primary Assembly	2822	chrUn_DS484138v1
211000022278098	unplaced-scaffold	na	na	DS484139.1	=	NW_001845428.1	Primary Assembly	2820	chrUn_DS484139v1
211000022280469	unplaced-scaffold	na	na	DS484144.1	=	NW_001845433.1	Primary Assembly	2811	chrUn_DS484144v1
211000022280340	unplaced-scaffold	na	na	DS484145.1	=	NW_001845434.1	Primary Assembly	2804	chrUn_DS484145v1
211000022279948	unplaced-scaffold	na	na	DS484147.1	=	NW_001845436.1	Primary Assembly	2796	chrUn_DS484147v1
211000022279521	unplaced-scaffold	na	na	DS484148.1	=	NW_001845437.1	Primary Assembly	2795	chrUn_DS484148v1
211000022279416	unplaced-scaffold	na	na	DS484149.1	=	NW_001845438.1	Primary Assembly	2795	chrUn_DS484149v1
211000022280214	unplaced-scaffold	na	na	DS484151.1	=	NW_001845440.1	Primary Assembly	2794	chrUn_DS484151v1
211000022278975	unplaced-scaffold	na	na	DS484152.1	=	NW_001845441.1	Primary Assembly	2793	chrUn_DS484152v1
211000022279746	unplaced-scaffold	na	na	DS484153.1	=	NW_001845442.1	Primary Assembly	2793	chrUn_DS484153v1
211000022278923	unplaced-scaffold	na	na	DS484154.1	=	NW_001845443.1	Primary Assembly	2791	chrUn_DS484154v1
211000022279311	unplaced-scaffold	na	na	DS484155.1	=	NW_001845444.1	Primary Assembly	2790	chrUn_DS484155v1
211000022279623	unplaced-scaffold	na	na	DS484156.1	=	NW_001845445.1	Primary Assembly	2788	chrUn_DS484156v1
211000022279527	unplaced-scaffold	na	na	DS484157.1	=	NW_001845446.1	Primary Assembly	2787	chrUn_DS484157v1
211000022280171	unplaced-scaffold	na	na	DS484159.1	=	NW_001845448.1	Primary Assembly	2784	chrUn_DS484159v1
211000022278794	unplaced-scaffold	na	na	DS484160.1	=	NW_001845449.1	Primary Assembly	2783	chrUn_DS484160v1
211000022280497	unplaced-scaffold	na	na	DS484167.1	=	NW_001845456.1	Primary Assembly	2745	chrUn_DS484167v1
211000022278440	unplaced-scaffold	na	na	DS484168.1	=	NW_001845457.1	Primary Assembly	2744	chrUn_DS484168v1
211000022279562	unplaced-scaffold	na	na	DS484169.1	=	NW_001845458.1	Primary Assembly	2736	chrUn_DS484169v1
211000022278790	unplaced-scaffold	na	na	DS484170.1	=	NW_001845459.1	Primary Assembly	2733	chrUn_DS484170v1
211000022280707	unplaced-scaffold	na	na	DS484176.1	=	NW_001845465.1	Primary Assembly	2708	chrUn_DS484176v1
211000022279911	unplaced-scaffold	na	na	DS484177.1	=	NW_001845466.1	Primary Assembly	2703	chrUn_DS484177v1
211000022278421	unplaced-scaffold	na	na	DS484180.1	=	NW_001845469.1	Primary Assembly	2697	chrUn_DS484180v1
211000022279653	unplaced-scaffold	na	na	DS484183.1	=	NW_001845472.1	Primary Assembly	2688	chrUn_DS484183v1
211000022279157	unplaced-scaffold	na	na	DS484188.1	=	NW_001845477.1	Primary Assembly	2670	chrUn_DS484188v1
211000022279973	unplaced-scaffold	na	na	DS484189.1	=	NW_001845478.1	Primary Assembly	2669	chrUn_DS484189v1
211000022278546	unplaced-scaffold	na	na	DS484190.1	=	NW_001845479.1	Primary Assembly	2668	chrUn_DS484190v1
211000022278114	unplaced-scaffold	na	na	DS484191.1	=	NW_001845480.1	Primary Assembly	2665	chrUn_DS484191v1
211000022280108	unplaced-scaffold	na	na	DS484192.1	=	NW_001845481.1	Primary Assembly	2664	chrUn_DS484192v1
211000022279233	unplaced-scaffold	na	na	DS484193.1	=	NW_001845482.1	Primary Assembly	2647	chrUn_DS484193v1
211000022280284	unplaced-scaffold	na	na	DS484196.1	=	NW_001845485.1	Primary Assembly	2644	chrUn_DS484196v1
211000022278426	unplaced-scaffold	na	na	DS484202.1	=	NW_001845491.1	Primary Assembly	2636	chrUn_DS484202v1
211000022279602	unplaced-scaffold	na	na	DS484205.1	=	NW_001845494.1	Primary Assembly	2629	chrUn_DS484205v1
211000022280089	unplaced-scaffold	na	na	DS484206.1	=	NW_001845495.1	Primary Assembly	2628	chrUn_DS484206v1
211000022278937	unplaced-scaffold	na	na	DS484207.1	=	NW_001845496.1	Primary Assembly	2626	chrUn_DS484207v1
211000022280548	unplaced-scaffold	na	na	DS484209.1	=	NW_001845498.1	Primary Assembly	2618	chrUn_DS484209v1
211000022278732	unplaced-scaffold	na	na	DS484210.1	=	NW_001845499.1	Primary Assembly	2617	chrUn_DS484210v1
211000022280198	unplaced-scaffold	na	na	DS484212.1	=	NW_001845501.1	Primary Assembly	2612	chrUn_DS484212v1
211000022280137	unplaced-scaffold	na	na	DS484213.1	=	NW_001845502.1	Primary Assembly	2611	chrUn_DS484213v1
211000022280112	unplaced-scaffold	na	na	DS484217.1	=	NW_001845506.1	Primary Assembly	2603	chrUn_DS484217v1
211000022279003	unplaced-scaffold	na	na	DS484220.1	=	NW_001845509.1	Primary Assembly	2588	chrUn_DS484220v1
211000022280141	unplaced-scaffold	na	na	DS484221.1	=	NW_001845510.1	Primary Assembly	2584	chrUn_DS484221v1
211000022280535	unplaced-scaffold	na	na	DS484222.1	=	NW_001845511.1	Primary Assembly	2583	chrUn_DS484222v1
211000022280696	unplaced-scaffold	na	na	DS484224.1	=	NW_001845513.1	Primary Assembly	2577	chrUn_DS484224v1
211000022280520	unplaced-scaffold	na	na	DS484225.1	=	NW_001845514.1	Primary Assembly	2577	chrUn_DS484225v1
211000022278327	unplaced-scaffold	na	na	DS484226.1	=	NW_001845515.1	Primary Assembly	2576	chrUn_DS484226v1
211000022279190	unplaced-scaffold	na	na	DS484228.1	=	NW_001845517.1	Primary Assembly	2575	chrUn_DS484228v1
211000022278452	unplaced-scaffold	na	na	DS484229.1	=	NW_001845518.1	Primary Assembly	2575	chrUn_DS484229v1
211000022280443	unplaced-scaffold	na	na	DS484230.1	=	NW_001845519.1	Primary Assembly	2575	chrUn_DS484230v1
211000022279483	unplaced-scaffold	na	na	DS484231.1	=	NW_001845520.1	Primary Assembly	2574	chrUn_DS484231v1
211000022278738	unplaced-scaffold	na	na	DS484232.1	=	NW_001845521.1	Primary Assembly	2570	chrUn_DS484232v1
211000022280553	unplaced-scaffold	na	na	DS484234.1	=	NW_001845523.1	Primary Assembly	2561	chrUn_DS484234v1
211000022279513	unplaced-scaffold	na	na	DS484236.1	=	NW_001845525.1	Primary Assembly	2556	chrUn_DS484236v1
211000022279214	unplaced-scaffold	na	na	DS484238.1	=	NW_001845527.1	Primary Assembly	2555	chrUn_DS484238v1
211000022279191	unplaced-scaffold	na	na	DS484239.1	=	NW_001845528.1	Primary Assembly	2549	chrUn_DS484239v1
211000022279056	unplaced-scaffold	na	na	DS484241.1	=	NW_001845530.1	Primary Assembly	2547	chrUn_DS484241v1
211000022280218	unplaced-scaffold	na	na	DS484242.1	=	NW_001845531.1	Primary Assembly	2541	chrUn_DS484242v1
211000022278963	unplaced-scaffold	na	na	DS484243.1	=	NW_001845532.1	Primary Assembly	2541	chrUn_DS484243v1
211000022279373	unplaced-scaffold	na	na	DS484244.1	=	NW_001845533.1	Primary Assembly	2536	chrUn_DS484244v1
211000022279116	unplaced-scaffold	na	na	DS484246.1	=	NW_001845535.1	Primary Assembly	2529	chrUn_DS484246v1
211000022280485	unplaced-scaffold	na	na	DS484247.1	=	NW_001845536.1	Primary Assembly	2529	chrUn_DS484247v1
211000022278927	unplaced-scaffold	na	na	DS484251.1	=	NW_001845540.1	Primary Assembly	2521	chrUn_DS484251v1
211000022279573	unplaced-scaffold	na	na	DS484253.1	=	NW_001845542.1	Primary Assembly	2520	chrUn_DS484253v1
211000022279710	unplaced-scaffold	na	na	DS484254.1	=	NW_001845543.1	Primary Assembly	2517	chrUn_DS484254v1
211000022279898	unplaced-scaffold	na	na	DS484255.1	=	NW_001845544.1	Primary Assembly	2516	chrUn_DS484255v1
211000022280598	unplaced-scaffold	na	na	DS484256.1	=	NW_001845545.1	Primary Assembly	2511	chrUn_DS484256v1
211000022278282	unplaced-scaffold	na	na	DS484257.1	=	NW_001845546.1	Primary Assembly	2511	chrUn_DS484257v1
211000022279849	unplaced-scaffold	na	na	DS484258.1	=	NW_001845547.1	Primary Assembly	2510	chrUn_DS484258v1
211000022278740	unplaced-scaffold	na	na	DS484262.1	=	NW_001845551.1	Primary Assembly	2491	chrUn_DS484262v1
211000022279126	unplaced-scaffold	na	na	DS484263.1	=	NW_001845552.1	Primary Assembly	2487	chrUn_DS484263v1
211000022280033	unplaced-scaffold	na	na	DS484264.1	=	NW_001845553.1	Primary Assembly	2479	chrUn_DS484264v1
211000022279980	unplaced-scaffold	na	na	DS484267.1	=	NW_001845556.1	Primary Assembly	2476	chrUn_DS484267v1
211000022279866	unplaced-scaffold	na	na	DS484271.1	=	NW_001845560.1	Primary Assembly	2470	chrUn_DS484271v1
211000022279193	unplaced-scaffold	na	na	DS484274.1	=	NW_001845563.1	Primary Assembly	2462	chrUn_DS484274v1
211000022278664	unplaced-scaffold	na	na	DS484275.1	=	NW_001845564.1	Primary Assembly	2451	chrUn_DS484275v1
211000022279070	unplaced-scaffold	na	na	DS484276.1	=	NW_001845565.1	Primary Assembly	2447	chrUn_DS484276v1
211000022278493	unplaced-scaffold	na	na	DS484277.1	=	NW_001845566.1	Primary Assembly	2442	chrUn_DS484277v1
211000022279711	unplaced-scaffold	na	na	DS484279.1	=	NW_001845568.1	Primary Assembly	2438	chrUn_DS484279v1
211000022280492	unplaced-scaffold	na	na	DS484280.1	=	NW_001845569.1	Primary Assembly	2438	chrUn_DS484280v1
211000022279178	unplaced-scaffold	na	na	DS484281.1	=	NW_001845570.1	Primary Assembly	2438	chrUn_DS484281v1
211000022278858	unplaced-scaffold	na	na	DS484282.1	=	NW_001845571.1	Primary Assembly	2435	chrUn_DS484282v1
211000022279651	unplaced-scaffold	na	na	DS484283.1	=	NW_001845572.1	Primary Assembly	2434	chrUn_DS484283v1
211000022279850	unplaced-scaffold	na	na	DS484285.1	=	NW_001845574.1	Primary Assembly	2431	chrUn_DS484285v1
211000022279909	unplaced-scaffold	na	na	DS484286.1	=	NW_001845575.1	Primary Assembly	2429	chrUn_DS484286v1
211000022279780	unplaced-scaffold	na	na	DS484287.1	=	NW_001845576.1	Primary Assembly	2428	chrUn_DS484287v1
211000022280643	unplaced-scaffold	na	na	DS484289.1	=	NW_001845578.1	Primary Assembly	2425	chrUn_DS484289v1
211000022279436	unplaced-scaffold	na	na	DS484291.1	=	NW_001845580.1	Primary Assembly	2421	chrUn_DS484291v1
211000022280679	unplaced-scaffold	na	na	DS484292.1	=	NW_001845581.1	Primary Assembly	2421	chrUn_DS484292v1
211000022280626	unplaced-scaffold	na	na	DS484294.1	=	NW_001845583.1	Primary Assembly	2419	chrUn_DS484294v1
211000022280561	unplaced-scaffold	na	na	DS484296.1	=	NW_001845585.1	Primary Assembly	2417	chrUn_DS484296v1
211000022279960	unplaced-scaffold	na	na	DS484300.1	=	NW_001845589.1	Primary Assembly	2400	chrUn_DS484300v1
211000022279000	unplaced-scaffold	na	na	DS484301.1	=	NW_001845590.1	Primary Assembly	2394	chrUn_DS484301v1
211000022278507	unplaced-scaffold	na	na	DS484303.1	=	NW_001845592.1	Primary Assembly	2390	chrUn_DS484303v1
211000022278335	unplaced-scaffold	na	na	DS484304.1	=	NW_001845593.1	Primary Assembly	2390	chrUn_DS484304v1
211000022280144	unplaced-scaffold	na	na	DS484306.1	=	NW_001845595.1	Primary Assembly	2385	chrUn_DS484306v1
211000022279635	unplaced-scaffold	na	na	DS484307.1	=	NW_001845596.1	Primary Assembly	2385	chrUn_DS484307v1
211000022280302	unplaced-scaffold	na	na	DS484308.1	=	NW_001845597.1	Primary Assembly	2385	chrUn_DS484308v1
211000022278942	unplaced-scaffold	na	na	DS484309.1	=	NW_001845598.1	Primary Assembly	2384	chrUn_DS484309v1
211000022279122	unplaced-scaffold	na	na	DS484310.1	=	NW_001845599.1	Primary Assembly	2383	chrUn_DS484310v1
211000022278716	unplaced-scaffold	na	na	DS484311.1	=	NW_001845600.1	Primary Assembly	2383	chrUn_DS484311v1
211000022279247	unplaced-scaffold	na	na	DS484312.1	=	NW_001845601.1	Primary Assembly	2382	chrUn_DS484312v1
211000022278869	unplaced-scaffold	na	na	DS484313.1	=	NW_001845602.1	Primary Assembly	2381	chrUn_DS484313v1
211000022279810	unplaced-scaffold	na	na	DS484314.1	=	NW_001845603.1	Primary Assembly	2381	chrUn_DS484314v1
211000022279259	unplaced-scaffold	na	na	DS484315.1	=	NW_001845604.1	Primary Assembly	2379	chrUn_DS484315v1
211000022280747	unplaced-scaffold	na	na	DS484317.1	=	NW_001845606.1	Primary Assembly	2378	chrUn_DS484317v1
211000022280289	unplaced-scaffold	na	na	DS484318.1	=	NW_001845607.1	Primary Assembly	2375	chrUn_DS484318v1
211000022279197	unplaced-scaffold	na	na	DS484320.1	=	NW_001845609.1	Primary Assembly	2369	chrUn_DS484320v1
211000022280208	unplaced-scaffold	na	na	DS484321.1	=	NW_001845610.1	Primary Assembly	2368	chrUn_DS484321v1
211000022278387	unplaced-scaffold	na	na	DS484329.1	=	NW_001845618.1	Primary Assembly	2354	chrUn_DS484329v1
211000022279058	unplaced-scaffold	na	na	DS484331.1	=	NW_001845620.1	Primary Assembly	2352	chrUn_DS484331v1
211000022278934	unplaced-scaffold	na	na	DS484333.1	=	NW_001845622.1	Primary Assembly	2344	chrUn_DS484333v1
211000022280228	unplaced-scaffold	na	na	DS484335.1	=	NW_001845624.1	Primary Assembly	2342	chrUn_DS484335v1
211000022278220	unplaced-scaffold	na	na	DS484339.1	=	NW_001845628.1	Primary Assembly	2330	chrUn_DS484339v1
211000022279612	unplaced-scaffold	na	na	DS484340.1	=	NW_001845629.1	Primary Assembly	2328	chrUn_DS484340v1
211000022279966	unplaced-scaffold	na	na	DS484342.1	=	NW_001845631.1	Primary Assembly	2326	chrUn_DS484342v1
211000022280058	unplaced-scaffold	na	na	DS484343.1	=	NW_001845632.1	Primary Assembly	2325	chrUn_DS484343v1
211000022279787	unplaced-scaffold	na	na	DS484348.1	=	NW_001845637.1	Primary Assembly	2308	chrUn_DS484348v1
211000022278536	unplaced-scaffold	na	na	DS484350.1	=	NW_001845639.1	Primary Assembly	2304	chrUn_DS484350v1
211000022280580	unplaced-scaffold	na	na	DS484353.1	=	NW_001845642.1	Primary Assembly	2295	chrUn_DS484353v1
211000022279011	unplaced-scaffold	na	na	DS484355.1	=	NW_001845644.1	Primary Assembly	2291	chrUn_DS484355v1
211000022280698	unplaced-scaffold	na	na	DS484363.1	=	NW_001845652.1	Primary Assembly	2270	chrUn_DS484363v1
211000022278178	unplaced-scaffold	na	na	DS484366.1	=	NW_001845655.1	Primary Assembly	2266	chrUn_DS484366v1
211000022278860	unplaced-scaffold	na	na	DS484369.1	=	NW_001845658.1	Primary Assembly	2253	chrUn_DS484369v1
211000022279479	unplaced-scaffold	na	na	DS484370.1	=	NW_001845659.1	Primary Assembly	2248	chrUn_DS484370v1
211000022280568	unplaced-scaffold	na	na	DS484375.1	=	NW_001845664.1	Primary Assembly	2234	chrUn_DS484375v1
211000022279949	unplaced-scaffold	na	na	DS484378.1	=	NW_001845667.1	Primary Assembly	2232	chrUn_DS484378v1
211000022278953	unplaced-scaffold	na	na	DS484380.1	=	NW_001845669.1	Primary Assembly	2227	chrUn_DS484380v1
211000022278672	unplaced-scaffold	na	na	DS484383.1	=	NW_001845672.1	Primary Assembly	2221	chrUn_DS484383v1
211000022279101	unplaced-scaffold	na	na	DS484385.1	=	NW_001845674.1	Primary Assembly	2217	chrUn_DS484385v1
211000022280621	unplaced-scaffold	na	na	DS484386.1	=	NW_001845675.1	Primary Assembly	2216	chrUn_DS484386v1
211000022279929	unplaced-scaffold	na	na	DS484389.1	=	NW_001845678.1	Primary Assembly	2207	chrUn_DS484389v1
211000022280599	unplaced-scaffold	na	na	DS484391.1	=	NW_001845680.1	Primary Assembly	2205	chrUn_DS484391v1
211000022278888	unplaced-scaffold	na	na	DS484394.1	=	NW_001845683.1	Primary Assembly	2200	chrUn_DS484394v1
211000022280153	unplaced-scaffold	na	na	DS484395.1	=	NW_001845684.1	Primary Assembly	2198	chrUn_DS484395v1
211000022279118	unplaced-scaffold	na	na	DS484396.1	=	NW_001845685.1	Primary Assembly	2198	chrUn_DS484396v1
211000022279039	unplaced-scaffold	na	na	DS484400.1	=	NW_001845689.1	Primary Assembly	2190	chrUn_DS484400v1
211000022279476	unplaced-scaffold	na	na	DS484403.1	=	NW_001845692.1	Primary Assembly	2187	chrUn_DS484403v1
211000022278652	unplaced-scaffold	na	na	DS484404.1	=	NW_001845693.1	Primary Assembly	2185	chrUn_DS484404v1
211000022278205	unplaced-scaffold	na	na	DS484407.1	=	NW_001845696.1	Primary Assembly	2176	chrUn_DS484407v1
211000022280223	unplaced-scaffold	na	na	DS484408.1	=	NW_001845697.1	Primary Assembly	2173	chrUn_DS484408v1
211000022280133	unplaced-scaffold	na	na	DS484412.1	=	NW_001845701.1	Primary Assembly	2161	chrUn_DS484412v1
211000022280500	unplaced-scaffold	na	na	DS484414.1	=	NW_001845703.1	Primary Assembly	2157	chrUn_DS484414v1
211000022280176	unplaced-scaffold	na	na	DS484421.1	=	NW_001845710.1	Primary Assembly	2129	chrUn_DS484421v1
211000022280135	unplaced-scaffold	na	na	DS484424.1	=	NW_001845713.1	Primary Assembly	2124	chrUn_DS484424v1
211000022279663	unplaced-scaffold	na	na	DS484425.1	=	NW_001845714.1	Primary Assembly	2124	chrUn_DS484425v1
211000022280631	unplaced-scaffold	na	na	DS484426.1	=	NW_001845715.1	Primary Assembly	2119	chrUn_DS484426v1
211000022279756	unplaced-scaffold	na	na	DS484427.1	=	NW_001845716.1	Primary Assembly	2117	chrUn_DS484427v1
211000022280617	unplaced-scaffold	na	na	DS484432.1	=	NW_001845721.1	Primary Assembly	2112	chrUn_DS484432v1
211000022280070	unplaced-scaffold	na	na	DS484434.1	=	NW_001845723.1	Primary Assembly	2108	chrUn_DS484434v1
