# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_truncation	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_truncation	variants_effect_5_prime_UTR_variant	variants_effect_bidirectional_gene_fusion	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_duplication	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_gene_fusion	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
Dmel_CG44328	Dmel_CG44328	CG44328-RA	protein_coding	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	1
Dmel_CG44328	Dmel_CG44328	CG44328-RB	protein_coding	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	1
Dmel_CG44329	Dmel_CG44329	CG44329-RA	protein_coding	9	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1
Dmel_CG4433	Dmel_CG4433	CG4433-RB	protein_coding	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4433	Dmel_CG4433	CG4433-RC	protein_coding	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4433	Dmel_CG4433	CG4433-RD	protein_coding	3	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4434	Dmel_CG4434	CG4434-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4435	Dmel_CG4435	CG4435-RA	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4435	Dmel_CG4435	CG4435-RC	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4435	Dmel_CG4435	CG4435-RD	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44355	Dmel_CG44355	CG44355-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44362	Dmel_CG44362	CG44362-RA	protein_coding	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4437	Dmel_CG4437	CG4437-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4438	Dmel_CG4438	CG4438-RA	protein_coding	0	0	6	3	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG4438	Dmel_CG4438	CG4438-RB	protein_coding	0	0	6	3	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG44385	Dmel_CG44385	CG44385-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44388	Dmel_CG44388	CG44388-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4439	Dmel_CG4439	CG4439-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4440	Dmel_CG4440	CG4440-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4440	Dmel_CG4440	CG4440-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44402	Dmel_CG44402	CG44402-RA	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG44402	Dmel_CG44402	CG44402-RB	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG44402	Dmel_CG44402	CG44402-RC	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG44402	Dmel_CG44402	CG44402-RD	protein_coding	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG44403	Dmel_CG44403	CG44403-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44404	Dmel_CG44404	CG44404-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44405	Dmel_CG44405	CG44405-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44406	Dmel_CG44406	CG44406-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44422	Dmel_CG44422	CG44422-RA	protein_coding	16	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	11	0
Dmel_CG44422	Dmel_CG44422	CG44422-RB	protein_coding	16	0	0	8	0	0	0	0	2	0	0	0	0	1	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	11	0
Dmel_CG44422	Dmel_CG44422	CG44422-RC	protein_coding	16	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	11	0
Dmel_CG44422	Dmel_CG44422	CG44422-RD	protein_coding	16	0	0	8	0	0	0	0	2	0	0	0	0	1	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	11	0
Dmel_CG44422	Dmel_CG44422	CG44422-RE	protein_coding	16	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	3	3	7	0	0	0	0	0	0	0	0	0	0	0	11	0
Dmel_CG44422	Dmel_CG44422	CG44422-RF	protein_coding	16	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	3	3	7	0	0	0	0	0	0	0	0	0	0	0	11	0
Dmel_CG44424	Dmel_CG44424	CG44424-RI	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44424	Dmel_CG44424	CG44424-RJ	protein_coding	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44424	Dmel_CG44424	CG44424-RK	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44424	Dmel_CG44424	CG44424-RL	protein_coding	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44424	Dmel_CG44424	CG44424-RM	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44424	Dmel_CG44424	CG44424-RN	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44425	Dmel_CG44425	CG44425-RA	protein_coding	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Dmel_CG44425	Dmel_CG44425	CG44425-RB	protein_coding	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Dmel_CG44425	Dmel_CG44425	CG44425-RC	protein_coding	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Dmel_CG44425	Dmel_CG44425	CG44425-RD	protein_coding	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
Dmel_CG44425	Dmel_CG44425	CG44425-RF	protein_coding	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
Dmel_CG44426	Dmel_CG44426	CG44426-RA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG44428	Dmel_CG44428	CG44428-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4443	Dmel_CG4443	CG4443-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4443	Dmel_CG4443	CG4443-RB	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44433	Dmel_CG44433	CG44433-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44434	Dmel_CG44434	CG44434-RA	protein_coding	0	0	4	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44435	Dmel_CG44435	CG44435-RA	protein_coding	0	0	3	1	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44435	Dmel_CG44435	CG44435-RB	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG44436	Dmel_CG44436	CG44436-RA	protein_coding	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44436	Dmel_CG44436	CG44436-RB	protein_coding	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44437	Dmel_CG44437	CG44437-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44438	Dmel_CG44438	CG44438-RA	protein_coding	3	0	6	2	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
Dmel_CG4444	Dmel_CG4444	CG4444-RA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4444	Dmel_CG4444	CG4444-RB	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4444	Dmel_CG4444	CG4444-RD	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4444	Dmel_CG4444	CG4444-RE	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4444	Dmel_CG4444	CG4444-RF	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4444	Dmel_CG4444	CG4444-RG	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4445	Dmel_CG4445	CG4445-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4447	Dmel_CG4447	CG4447-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44475	Dmel_CG44475	CG44475-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44476	Dmel_CG44476	CG44476-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44477	Dmel_CG44477	CG44477-RA	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4448	Dmel_CG4448	CG4448-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4449	Dmel_CG4449	CG4449-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4449	Dmel_CG4449	CG4449-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4449	Dmel_CG4449	CG4449-RC	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4449	Dmel_CG4449	CG4449-RD	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4449	Dmel_CG4449	CG4449-RE	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4449	Dmel_CG4449	CG4449-RF	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4451	Dmel_CG4451	CG4451-RA	protein_coding	15	0	3	5	0	0	0	0	0	0	0	0	0	0	3	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1
Dmel_CG4451	Dmel_CG4451	CG4451-RB	protein_coding	15	0	3	5	0	0	0	0	0	0	0	0	0	0	3	12	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	1
Dmel_CG4452	Dmel_CG4452	CG4452-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4452	Dmel_CG4452	CG4452-RE	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44521	Dmel_CG44521	CG44521-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4453	Dmel_CG4453	CG4453-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4453	Dmel_CG4453	CG4453-RC	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4453	Dmel_CG4453	CG4453-RD	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44532	Dmel_CG44532	CG44532-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RA	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RB	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RC	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RD	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RE	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RF	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RG	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RH	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RI	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG44533	Dmel_CG44533	CG44533-RJ	protein_coding	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4454	Dmel_CG4454	CG4454-RA	protein_coding	0	0	6	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4454	Dmel_CG4454	CG4454-RB	protein_coding	0	0	6	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4455	Dmel_CG4455	CG4455-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4456	Dmel_CG4456	CG4456-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4456	Dmel_CG4456	CG4456-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4456	Dmel_CG4456	CG4456-RC	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4456	Dmel_CG4456	CG4456-RD	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44569	Dmel_CG44569	CG44569-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4457	Dmel_CG4457	CG4457-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44574	Dmel_CG44574	CG44574-RA	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4459	Dmel_CG4459	CG4459-RA	protein_coding	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG4460	Dmel_CG4460	CG4460-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4460	Dmel_CG4460	CG4460-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4461	Dmel_CG4461	CG4461-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4462	Dmel_CG4462	CG4462-RA	protein_coding	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG44622	Dmel_CG44622	CG44622-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44623	Dmel_CG44623	CG44623-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44624	Dmel_CG44624	CG44624-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44625	Dmel_CG44625	CG44625-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4463	Dmel_CG4463	CG4463-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4463	Dmel_CG4463	CG4463-RB	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4464	Dmel_CG4464	CG4464-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4464	Dmel_CG4464	CG4464-RB	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4464	Dmel_CG4464	CG4464-RC	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4464	Dmel_CG4464	CG4464-RD	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4464	Dmel_CG4464	CG4464-RE	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4465	Dmel_CG4465	CG4465-RA	protein_coding	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG4466	Dmel_CG4466	CG4466-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4466	Dmel_CG4466	CG4466-RB	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44666	Dmel_CG44666	CG44666-RB	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Dmel_CG4467	Dmel_CG4467	CG4467-RA	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4467	Dmel_CG4467	CG4467-RB	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4468	Dmel_CG4468	CG4468-RA	protein_coding	6	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
Dmel_CG4471	Dmel_CG4471	CG4471-RA	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4471	Dmel_CG4471	CG4471-RB	protein_coding	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
Dmel_CG4472	Dmel_CG4472	CG4472-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44746	Dmel_CG44746	CG44746-RB	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG44746	Dmel_CG44746	CG44746-RF	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44746	Dmel_CG44746	CG44746-RG	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44746	Dmel_CG44746	CG44746-RH	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG44746	Dmel_CG44746	CG44746-RI	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
Dmel_CG4475	Dmel_CG4475	CG4475-RA	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmel_CG4475	Dmel_CG4475	CG4475-RB	protein_coding	0	0	3	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
